responder_id,experiment_content,response_datetime,experiment_launch_date,experiment_question_type,experiment_response_click,experiment_response_view,experiment_response_convert,experiment_metric_value,experiment_metric_name,experiment_group
92,campaign content,20-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,21-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
92,campaign content,22-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,23-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
92,campaign content,24-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,25-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,26-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
92,campaign content,27-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,28-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,29-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,30-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
92,campaign content,31-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,01-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,02-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,03-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,04-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,05-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,06-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
92,campaign content,07-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
92,campaign content,08-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
92,campaign content,09-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
92,campaign content,10-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
92,campaign content,11-06-2022,15-05-2022,Alternative,1,1,1,62.42175497,Total revenue,With Treatment
93,campaign content,01-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,02-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,03-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
93,campaign content,04-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,05-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,06-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,07-04-2022,15-05-2022,Alternative,1,1,1,316.2954364,Total revenue,With Treatment
93,campaign content,08-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,09-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
93,campaign content,10-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,11-04-2022,15-05-2022,Alternative,1,1,1,289.684744,Total revenue,With Treatment
93,campaign content,12-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,13-04-2022,15-05-2022,Baseline,1,1,1,801.3780328,Total revenue,No Treatment
93,campaign content,14-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,15-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,16-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,17-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,18-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,19-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,20-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
93,campaign content,21-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,22-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,23-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,24-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,25-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,26-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,27-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,28-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
93,campaign content,29-04-2022,15-05-2022,Alternative,1,1,1,191.3018151,Total revenue,With Treatment
93,campaign content,30-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,01-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,02-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,03-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,04-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,05-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,06-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,07-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,08-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,09-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,10-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,11-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,12-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,13-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
93,campaign content,14-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,15-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,16-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,17-05-2022,15-05-2022,Baseline,1,1,1,828.9651846,Total revenue,No Treatment
93,campaign content,18-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,19-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,20-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,21-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,22-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,23-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,24-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,25-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,26-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,27-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,28-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
93,campaign content,29-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,30-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,31-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,01-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,02-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,03-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,04-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
93,campaign content,05-06-2022,15-05-2022,Baseline,1,1,1,676.6093548,Total revenue,No Treatment
93,campaign content,06-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
93,campaign content,07-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,08-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,09-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
93,campaign content,10-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
93,campaign content,11-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,01-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,02-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,03-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,04-04-2022,15-05-2022,Baseline,1,1,1,976.1521542,Total revenue,No Treatment
94,campaign content,05-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,06-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,07-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,08-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,09-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,10-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,11-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,12-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,13-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,14-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,15-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,16-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,17-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,18-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,19-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,20-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,21-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,22-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,23-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,24-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,25-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,26-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,27-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,28-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,29-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,30-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,01-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,02-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,03-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,04-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,05-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,06-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,07-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,08-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,09-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,10-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,11-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,12-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,13-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
94,campaign content,14-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,15-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,16-05-2022,15-05-2022,Alternative,1,1,1,695.0705914,Total revenue,With Treatment
94,campaign content,17-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,18-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,19-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,20-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,21-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,22-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,23-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,24-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,25-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,26-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,27-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,28-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,29-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,30-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,31-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,01-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,02-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,03-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
94,campaign content,04-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,05-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
94,campaign content,06-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
94,campaign content,07-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,08-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,09-06-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
94,campaign content,10-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
94,campaign content,11-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,01-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,02-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,03-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,04-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,05-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,06-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,07-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,08-04-2022,15-05-2022,Alternative,1,1,1,716.7109671,Total revenue,With Treatment
95,campaign content,09-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,10-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,11-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,12-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,13-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,14-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,15-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,16-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,17-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,18-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,19-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,20-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,21-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,22-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,23-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,24-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,25-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,26-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
95,campaign content,27-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,28-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,29-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,30-04-2022,15-05-2022,Baseline,1,1,1,744.1031164,Total revenue,No Treatment
95,campaign content,01-05-2022,15-05-2022,Alternative,1,1,1,940.5430321,Total revenue,With Treatment
95,campaign content,02-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,03-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,04-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,05-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,06-05-2022,15-05-2022,Baseline,1,1,1,971.3735791,Total revenue,No Treatment
95,campaign content,07-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,08-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,09-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,10-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,11-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,12-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,13-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
95,campaign content,14-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,15-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,16-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
95,campaign content,17-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,18-05-2022,15-05-2022,Baseline,1,1,1,330.7743978,Total revenue,No Treatment
95,campaign content,19-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,20-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,21-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,22-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,23-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,24-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,25-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,26-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,27-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,28-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,29-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,30-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,31-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
95,campaign content,01-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,02-06-2022,15-05-2022,Baseline,1,1,1,593.5060634,Total revenue,No Treatment
95,campaign content,03-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,04-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,05-06-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
95,campaign content,06-06-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
95,campaign content,07-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
95,campaign content,08-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,09-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,10-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
95,campaign content,11-06-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,01-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
96,campaign content,02-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,03-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,04-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,05-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
96,campaign content,06-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,07-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,08-04-2022,15-05-2022,Alternative,1,1,1,598.1829746,Total revenue,With Treatment
96,campaign content,09-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,10-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,11-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,12-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,13-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,14-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,15-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
96,campaign content,16-04-2022,15-05-2022,Alternative,1,1,1,71.09587275,Total revenue,With Treatment
96,campaign content,17-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,18-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,19-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,20-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,21-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,22-04-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
96,campaign content,23-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,24-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,25-04-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,26-04-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
96,campaign content,27-04-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,28-04-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,29-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,30-04-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,01-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,02-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,03-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,04-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,05-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,06-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,07-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,08-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
96,campaign content,09-05-2022,15-05-2022,Baseline,1,1,1,377.1355449,Total revenue,No Treatment
96,campaign content,10-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,11-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,12-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,13-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,14-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,15-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,16-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,17-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,18-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,19-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,20-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,21-05-2022,15-05-2022,Baseline,1,1,0,0,Total revenue,No Treatment
96,campaign content,22-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,23-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,24-05-2022,15-05-2022,Baseline,0,1,0,0,Total revenue,No Treatment
96,campaign content,25-05-2022,15-05-2022,Alternative,1,1,0,0,Total revenue,With Treatment
96,campaign content,26-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,27-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,28-05-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
96,campaign content,29-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,30-05-2022,15-05-2022,Alternative,0,0,0,0,Total revenue,With Treatment
96,campaign content,31-05-2022,15-05-2022,Baseline,0,0,0,0,Total revenue,No Treatment
96,campaign content,01-06-2022,15-05-2022,Alternative,0,1,0,0,Total revenue,With Treatment
